CONUS10k,Tree_TCA,Tree_CONNECT_,Tree_CLUMPY,Tree_NDCA,Water_CLUMPY,Water_CA,Developed_CA
88604,0.0,13.3333,-1.0,0.0,NA,NA,1.62
88605,0.54,14.359,0.4086,3.0,0.8636,1.35,2.25
88606,7.92,9.9214,0.5645,15.0,NA,0.09,39.78
88607,1.08,8.3333,0.5628,5.0,0.6306,3.51,32.49
88608,159.12,6.0918,0.8057,35.0,0.8333,0.81,1.71
88609,742.32,1.9912,0.7499,234.0,-1.0,0.45,38.34
88610,1085.13,2.0739,0.739,321.0,-1.0,0.18,46.53
88611,751.86,2.9645,0.8015,151.0,0.5105,2.61,1.08
88612,35.01,2.0367,0.6921,8.0,NA,NA,97.29
88613,2.61,3.2094,0.4281,8.0,0.5,0.72,160.02
88614,0.0,2.5244,0.2386,0.0,0.4,0.72,149.49
88615,0.36,1.776,0.3106,2.0,0.1999,0.72,258.75
88616,0.45,2.2789,0.3524,3.0,0.4227,9.45,231.75
88617,32.04,4.9895,0.5873,61.0,0.4568,23.49,80.64
88618,30.96,5.0519,0.6015,43.0,0.5629,45.36,66.42
88619,0.0,6.7755,0.3266,0.0,NA,NA,42.12
88620,0.27,4.5902,0.3937,3.0,0.8211,48.87,NA
88621,6.66,3.4095,0.5151,9.0,0.8368,60.3,NA
88622,36.0,3.8664,0.676,24.0,0.6487,18.63,NA
88623,21.24,4.5919,0.6016,35.0,0.348,4.68,45.9
88624,41.85,4.187,0.6543,32.0,0.4569,8.28,NA
88625,28.98,2.4935,0.6017,32.0,0.4865,13.41,NA
88626,9.45,2.6064,0.4965,25.0,0.549,30.69,NA
88627,69.84,3.0144,0.6288,70.0,0.6719,80.82,NA
88628,12.6,5.7243,0.5598,28.0,0.7184,83.16,NA
88629,8.64,4.9439,0.482,35.0,0.8842,342.09,17.82
88630,13.23,2.6569,0.4832,54.0,0.9272,816.3,76.23
88631,41.76,6.2422,0.615,48.0,0.8704,64.62,NA
88632,73.08,2.5621,0.5921,109.0,0.9399,564.66,NA
88633,2.7,4.907,0.3621,10.0,0.85,294.57,40.23
88634,0.45,4.9449,0.3169,2.0,0.7372,36.0,NA
88635,0.45,2.8804,0.2609,3.0,0.6483,32.13,61.38
88636,80.1,3.0459,0.7594,28.0,0.5755,6.75,18.81
88637,692.01,3.2485,0.7988,120.0,0.528,32.22,155.52
88638,684.45,2.486,0.8551,63.0,0.5436,14.4,264.06
88639,791.37,2.9074,0.8351,81.0,0.547,10.98,231.66
88640,1405.53,2.8701,0.8669,71.0,0.608,50.04,208.35
88641,201.51,3.4291,0.7799,53.0,0.6128,1.8,259.92
88642,42.57,2.7687,0.5968,56.0,0.2498,3.24,253.26
88643,49.23,2.0299,0.6382,59.0,0.5239,11.16,210.69
88644,6.84,2.9977,0.5126,15.0,0.504,15.3,127.17
88645,24.75,2.445,0.5713,48.0,0.5918,11.52,225.27
88646,15.39,2.3075,0.5047,42.0,0.7835,27.0,238.86
88647,247.95,2.369,0.703,146.0,0.5612,18.36,225.36
88648,605.34,1.4548,0.7104,296.0,0.4342,13.23,219.87
88649,276.03,1.6995,0.6759,178.0,0.5615,31.05,198.27
88650,322.92,2.1616,0.7433,118.0,0.5274,16.38,193.41
88651,597.51,1.5427,0.7391,195.0,0.5843,30.33,210.42
88652,797.22,1.4442,0.7095,294.0,0.8587,413.46,219.69
88653,680.49,1.3027,0.6753,344.0,0.778,574.29,180.45
88654,1036.44,1.2949,0.7088,388.0,0.5487,119.34,167.22
88655,523.62,1.5075,0.7146,251.0,0.5076,22.14,230.31
88656,8.19,1.5915,0.5373,24.0,0.6866,10.62,223.2
88657,12.42,1.6537,0.5341,41.0,0.6339,24.03,247.77
88658,13.05,1.5127,0.5264,47.0,0.6245,20.61,364.68
88659,16.11,1.4536,0.5398,53.0,0.6446,11.43,273.87
88660,126.81,1.6868,0.6853,105.0,0.6331,80.46,297.27
88661,2001.6,1.7658,0.8681,148.0,0.571,26.82,247.68
88662,1643.58,1.8184,0.7738,345.0,0.9493,1059.12,273.51
88663,643.77,2.1344,0.753,243.0,0.9281,1044.81,263.43
89067,0.27,10.1449,0.3502,2.0,NA,NA,3.51
89068,2.34,7.2152,0.4107,4.0,0.8,0.45,NA
89069,0.0,4.7619,0.1538,0.0,NA,NA,49.95
89070,1060.02,3.0446,0.7716,213.0,0.0499,1.26,52.38
89071,2772.27,2.1837,0.7406,339.0,0.1332,0.99,NA
89072,2658.51,1.9225,0.8168,168.0,0.5999,1.26,7.47
89073,3201.75,1.8065,0.7927,225.0,0.5529,13.32,44.01
89074,2713.95,1.8483,0.7491,333.0,0.0666,0.99,38.88
89075,1535.85,1.8309,0.888,66.0,0.1249,0.63,175.05
89076,482.04,2.4122,0.8688,36.0,0.4686,1.89,220.95
89077,21.87,2.1531,0.5491,15.0,0.4,0.72,157.23
89078,0.81,2.1956,0.3275,5.0,0.6846,12.51,269.82
89079,0.81,1.7408,0.3529,5.0,0.8837,65.16,243.36
89080,0.0,2.5859,0.2943,0.0,0.5504,14.4,178.92
89081,22.95,3.9184,0.5908,14.0,0.5809,27.09,98.73
89082,63.27,4.4577,0.6521,48.0,0.5747,72.81,111.96
89083,49.23,5.0207,0.6258,43.0,0.6532,78.12,51.21
89084,0.27,4.6205,0.3717,2.0,0.5594,13.5,54.09
89085,0.0,1.6142,0.1038,0.0,0.7063,129.96,3.33
89086,0.0,3.1388,0.1548,0.0,0.7325,150.75,42.57
89087,0.81,2.6501,0.33,1.0,0.8089,66.24,NA
89088,0.18,2.2844,0.2502,2.0,0.7901,62.37,NA
89089,0.63,3.1008,0.2839,1.0,0.845,147.15,NA
89090,17.64,3.1915,0.5267,27.0,0.8983,193.68,NA
89091,101.25,5.0921,0.7436,28.0,0.7503,43.83,39.15
89092,7.83,6.9474,0.5676,14.0,0.7469,51.48,27.45
89093,165.51,3.2991,0.7565,25.0,0.1861,8.37,18.54
89094,119.61,2.9552,0.8104,10.0,0.5096,7.65,35.46
89095,14.4,3.9918,0.5617,26.0,0.8319,50.58,NA
89096,6.39,4.6205,0.507,25.0,0.7056,86.04,55.35
89097,7.02,2.1226,0.4101,21.0,0.8115,68.85,54.9
89098,5.58,2.0408,0.4199,13.0,0.4972,11.07,1.98
89099,340.74,1.8687,0.7129,81.0,0.6278,2.43,NA
89100,438.21,1.438,0.7192,113.0,0.8066,126.18,1.89
89101,2358.9,2.6881,0.8137,156.0,0.8466,269.73,74.43
89102,2307.15,3.1776,0.8079,204.0,0.9285,299.7,253.17
89103,2836.8,2.3571,0.8288,189.0,0.9274,306.9,188.28
89104,2493.18,2.6644,0.7855,256.0,0.9297,304.29,178.02
89105,1788.66,2.3366,0.7591,298.0,0.9301,383.94,209.88
89106,649.44,2.5478,0.7719,175.0,0.9169,341.46,191.52
89107,400.5,2.0731,0.7727,115.0,0.5534,23.4,248.31
89108,130.77,2.2056,0.6865,92.0,0.5522,27.27,200.61
89109,176.4,3.401,0.7417,67.0,0.517,16.47,108.99
89110,526.68,2.2815,0.7775,101.0,0.7522,40.59,188.82
89111,325.89,1.9753,0.7486,100.0,0.8617,421.2,257.67
89112,536.76,1.5231,0.718,234.0,0.8569,310.14,209.16
89113,654.84,1.4106,0.7111,301.0,0.8471,387.45,214.29
89114,744.57,1.3946,0.7162,318.0,0.8612,469.71,242.46
89115,517.23,1.1387,0.6404,393.0,0.7763,294.12,271.8
89116,734.4,1.4009,0.6533,420.0,0.8992,1674.27,310.41
89117,671.22,1.7575,0.7026,279.0,0.8851,1784.88,173.25
89118,1532.16,1.5599,0.7585,311.0,0.8786,229.95,166.77
89119,1478.07,2.7516,0.796,236.0,0.9804,1199.43,234.27
89120,668.43,1.875,0.7869,187.0,0.9239,421.74,265.68
89121,215.46,1.5951,0.7314,137.0,0.8969,58.05,321.3
89122,223.74,1.666,0.7277,116.0,0.781,29.7,243.18
89123,413.91,1.6537,0.7563,153.0,0.9423,826.65,219.87
89124,615.6,1.4892,0.8386,102.0,0.9389,950.85,316.71
89125,141.12,2.9642,0.6426,117.0,0.8374,293.67,936.27
89530,1.08,4.7619,0.4162,7.0,0.6278,2.43,52.92
89531,0.72,5.9752,0.3424,3.0,-1.0,0.27,51.3
89532,60.75,7.7401,0.7909,20.0,0.7742,1.8,120.6
89533,237.24,1.7935,0.6888,171.0,0.0643,1.8,66.33
89534,421.47,1.0604,0.5805,455.0,NA,0.09,59.49
89535,466.11,1.5344,0.6624,315.0,0.7656,16.02,258.75
89536,482.94,1.4883,0.7823,83.0,0.7335,62.37,349.2
89537,454.77,1.6727,0.7665,145.0,0.6219,9.0,185.31
89538,2177.46,1.6207,0.8289,198.0,0.6169,2.61,108.72
89539,4422.96,2.5677,0.7919,181.0,0.87,11.43,88.38
89540,2978.1,2.4583,0.8433,147.0,NA,NA,72.63
89541,480.96,1.7544,0.801,59.0,0.8169,12.15,335.52
89542,11.97,1.9351,0.4519,12.0,0.4998,4.05,258.57
89543,0.18,3.1089,0.3069,2.0,0.4441,6.03,464.31
89544,0.0,2.7404,0.286,0.0,0.6235,4.86,232.83
89545,1.62,2.1823,0.4113,8.0,0.49,13.14,319.32
89546,4.23,3.746,0.4477,10.0,0.881,18.36,180.99
89547,33.84,2.8104,0.5599,83.0,0.6237,78.75,144.27
89548,84.15,5.1716,0.6768,68.0,0.4576,59.76,74.25
89549,163.62,6.3218,0.7425,73.0,0.4427,55.35,36.09
89550,81.27,7.2343,0.6709,76.0,0.6488,39.06,8.01
89551,0.0,4.7368,0.1626,0.0,0.9016,41.94,NA
89552,0.0,5.1103,0.1599,0.0,0.7234,18.09,NA
89553,305.73,5.9644,0.8113,73.0,0.68,62.1,NA
89554,726.03,4.802,0.8184,107.0,0.6501,78.66,44.73
89555,977.67,3.9934,0.8015,135.0,0.6987,81.36,NA
89556,447.3,2.8636,0.7357,215.0,0.6141,54.9,115.2
89557,270.18,4.0597,0.7944,69.0,0.7456,103.86,66.78
89558,325.17,5.8194,0.8152,70.0,0.7206,79.83,45.27
89559,403.65,3.8318,0.7852,92.0,0.812,150.48,111.42
89560,0.0,2.0182,0.2172,0.0,0.5578,69.75,16.65
89561,106.47,1.6415,0.6881,50.0,0.6479,46.89,NA
89562,1350.63,1.9321,0.7578,273.0,0.7048,104.94,27.63
89563,1727.91,3.2581,0.8215,144.0,0.8533,39.15,172.08
89564,710.55,3.2537,0.816,115.0,0.8325,13.5,192.24
89565,137.61,2.9218,0.704,63.0,0.5898,5.22,262.71
89566,23.58,2.8374,0.52,51.0,0.8489,10.53,129.15
89567,23.22,2.9559,0.5572,54.0,0.6665,3.87,126.45
89568,129.87,2.4542,0.7411,41.0,0.5622,7.29,149.31
89569,139.59,1.8118,0.6923,84.0,0.8592,45.36,179.82
89570,431.73,2.7939,0.734,205.0,0.9262,549.54,164.79
89571,378.63,2.3758,0.7283,188.0,0.8878,391.68,272.34
89572,394.83,1.739,0.7063,239.0,0.886,566.01,203.22
89573,263.88,1.4767,0.6847,174.0,0.8656,467.37,246.6
89574,220.32,1.3452,0.6385,240.0,0.4548,59.22,396.72
89575,224.64,1.4638,0.6493,247.0,0.5187,76.23,258.84
89576,813.69,1.1819,0.7062,388.0,0.7533,117.72,296.28
89577,628.74,1.3566,0.6729,418.0,0.9197,771.12,261.09
89578,441.81,1.2372,0.6405,415.0,0.9129,734.4,189.27
89581,47.79,2.4315,0.5912,77.0,0.9019,2504.25,229.23
89582,407.79,2.7508,0.8034,80.0,0.9906,2539.35,234.72
89583,1024.56,2.6277,0.7937,210.0,0.9918,2485.44,301.05
89584,228.06,1.8349,0.6915,124.0,0.9551,1215.0,1139.31
89585,344.97,1.5451,0.7495,109.0,0.9007,878.4,845.55
89586,121.05,1.6363,0.7706,45.0,0.952,342.72,385.83
89993,0.0,14.2857,0.2221,0.0,NA,NA,NA
89994,1059.93,8.0874,0.9188,24.0,0.0973,2.34,NA
89995,1816.56,2.3181,0.7894,211.0,0.3304,22.86,2.25
89996,1867.41,1.7305,0.7795,274.0,0.3728,28.53,NA
89997,2305.17,1.7953,0.7472,345.0,0.2985,4.59,NA
89998,144.0,2.1739,0.6529,159.0,0.5969,11.43,106.47
89999,4.77,2.8631,0.4246,17.0,0.9551,307.44,261.72
90000,14.67,1.8468,0.4963,42.0,0.9072,161.01,311.85
90001,50.58,1.8278,0.5593,81.0,0.6442,18.54,279.0
90002,1690.92,1.4249,0.799,239.0,0.7217,11.07,750.6
90003,1954.26,1.5698,0.7952,229.0,0.5332,2.52,210.42
90004,4773.6,2.8561,0.8007,191.0,0.2584,3.15,51.21
90005,2282.31,1.5882,0.7396,360.0,1.0,0.18,67.77
90006,1027.53,2.0468,0.7833,218.0,0.3999,1.53,125.73
90007,94.68,4.2071,0.7791,28.0,0.5796,3.69,209.79
90008,1.17,1.8142,0.2953,2.0,0.5912,9.54,534.15
90009,0.45,4.0952,0.3555,5.0,0.76,1.53,283.59
90010,0.27,2.8602,0.3335,3.0,0.7815,79.29,32.76
90011,4.41,1.8806,0.3678,12.0,0.7745,169.74,72.18
90012,7.74,7.1373,0.601,7.0,0.7323,42.66,18.63
90013,117.99,5.4622,0.7567,51.0,0.7073,67.32,33.3
90014,154.53,5.2246,0.7107,96.0,0.7474,102.78,NA
90015,118.62,3.7088,0.6528,152.0,0.7505,98.46,NA
90016,56.07,15.0943,0.7286,52.0,0.6661,32.13,NA
90017,1.26,8.6667,0.5349,3.0,NA,NA,43.29
90018,0.09,4.0998,0.5246,1.0,1.0,0.36,41.22
90019,0.0,5.3659,0.2957,0.0,-1.0,0.18,103.32
90020,7.56,7.265,0.491,11.0,0.25,0.36,119.52
90021,47.34,3.561,0.6515,26.0,0.4999,1.44,102.33
90022,665.19,2.086,0.7215,313.0,0.8144,97.74,761.58
90023,447.39,2.2713,0.6903,307.0,0.6522,76.32,138.42
90024,1716.3,3.2175,0.8533,101.0,0.6887,65.43,167.76
90025,95.67,3.1436,0.7304,46.0,0.7727,11.34,198.54
90026,3.6,2.9394,0.3629,11.0,0.7459,20.16,266.31
90027,16.38,2.3557,0.5179,31.0,0.6358,15.57,159.3
90028,27.09,1.8449,0.5004,66.0,0.4895,5.13,120.06
90029,80.46,1.7692,0.6378,74.0,0.5146,6.84,164.61
90030,136.17,1.6205,0.6157,188.0,0.5845,72.72,184.68
90031,297.54,1.4829,0.6682,247.0,0.5985,118.53,181.17
90032,340.02,1.5267,0.6933,240.0,0.6368,116.19,240.66
90033,164.25,1.5052,0.6325,211.0,0.6333,86.76,237.33
90034,212.58,1.2129,0.6564,189.0,0.626,110.88,262.44
90035,89.55,1.303,0.6089,111.0,0.6367,65.52,261.45
90036,108.18,1.3486,0.6123,132.0,0.4095,56.79,311.13
90037,102.24,1.2529,0.6209,123.0,0.5994,52.11,245.61
90038,971.46,1.9619,0.7511,289.0,0.8008,81.09,212.67
90039,456.48,1.6783,0.6896,284.0,0.9557,1036.53,178.83
90456,515.07,6.4438,0.8732,36.0,NA,NA,NA
90457,491.04,1.6903,0.7925,64.0,0.7469,13.41,NA
90458,3.06,2.9848,0.3908,17.0,0.7583,38.34,NA
90459,1.71,1.8096,0.319,12.0,0.7085,41.31,NA
90460,177.03,2.5136,0.729,67.0,0.7618,50.58,NA
90461,0.63,2.8864,0.2972,5.0,0.8417,158.94,13.68
90462,0.09,5.3411,0.1659,1.0,0.7651,126.36,80.37
90463,0.54,2.5589,0.3755,3.0,0.7097,38.61,20.34
90464,17.37,2.317,0.5248,46.0,0.6613,63.27,130.5
90465,23.04,1.8396,0.489,66.0,0.7758,36.9,202.14
90466,12.15,1.7758,0.4426,44.0,0.6778,31.41,82.98
90467,448.11,1.5821,0.6759,277.0,0.7994,30.24,132.93
90468,1714.23,1.4375,0.7021,457.0,0.6,0.72,1.17
90469,3305.34,1.7817,0.7673,282.0,0.5,0.27,59.67
90470,729.72,2.2971,0.7831,181.0,0.25,0.63,85.86
90471,134.46,3.3251,0.7787,52.0,0.4515,1.8,218.79
90472,0.0,2.8086,0.184,0.0,0.793,200.43,82.62
90473,5.13,1.5476,0.3642,22.0,0.9365,638.64,NA
90474,1.44,1.6532,0.256,9.0,0.812,449.37,NA
90475,0.72,2.7035,0.3081,4.0,0.8122,95.4,57.42
90476,5.22,2.9185,0.4007,17.0,0.8151,277.02,107.28
90477,1.53,2.5071,0.3471,4.0,0.92,596.79,51.48
90478,2.7,5.0916,0.4135,9.0,0.8556,154.08,42.93
90479,54.27,3.9269,0.6222,52.0,0.9188,205.83,90.63
90480,1.8,8.7978,0.4648,9.0,0.9,0.72,29.25
90481,4.95,2.9792,0.4407,17.0,0.8118,71.46,NA
90482,18.27,2.6784,0.4672,47.0,0.6636,19.98,24.3
90483,4.86,6.4654,0.4586,17.0,0.7678,3.06,147.69
90484,2.07,3.1092,0.431,7.0,0.7827,37.8,83.61
90485,0.18,2.7569,0.2838,2.0,0.7739,132.57,123.93
90486,8.55,4.2868,0.4998,23.0,0.7069,30.15,64.44
90487,13.5,2.5538,0.4961,34.0,0.7177,14.58,11.16
90488,10.08,2.7105,0.486,28.0,0.5105,2.61,161.28
90489,24.03,2.5709,0.5729,38.0,0.8434,7.47,232.02
90490,21.24,3.0048,0.5852,41.0,0.6798,6.39,195.48
90491,81.63,1.4095,0.5676,174.0,0.4472,75.69,198.09
90492,187.47,1.0897,0.6164,218.0,0.4683,92.79,150.39
90493,136.98,1.1134,0.6164,184.0,0.5513,59.85,198.36
90494,79.29,1.367,0.5698,161.0,0.738,81.36,231.75
90495,69.93,1.9382,0.6115,124.0,0.646,7.47,220.77
90496,243.63,1.3015,0.6862,158.0,0.7604,40.41,222.03
90497,74.88,1.4336,0.6122,116.0,0.7532,60.12,256.23
90498,225.99,1.487,0.6881,97.0,0.6308,45.0,409.41
90499,597.6,1.3978,0.7144,307.0,0.5073,32.13,178.92
90919,338.94,2.2635,0.7377,148.0,0.5925,1.62,NA
90920,34.47,2.8024,0.6192,48.0,0.5862,11.16,NA
90921,1.08,2.2566,0.3257,5.0,0.7248,58.05,NA
90922,1.44,2.7132,0.3126,11.0,0.7076,46.44,NA
90923,3.42,2.6495,0.3678,15.0,0.6716,46.26,10.44
90924,7.83,2.9354,0.4438,17.0,0.6993,36.99,57.87
90925,0.81,2.6587,0.2788,3.0,0.6896,76.86,23.04
90926,0.18,2.6974,0.1911,1.0,0.5642,36.0,22.95
90927,0.18,2.814,0.2707,2.0,0.5936,46.35,55.35
90928,24.03,3.0962,0.5912,43.0,0.6944,39.78,23.13
90929,154.17,1.7577,0.5811,214.0,0.6586,19.71,79.65
90930,422.73,1.1935,0.585,470.0,0.6634,17.91,12.51
90931,281.25,1.5121,0.6168,259.0,0.647,23.85,69.48
90932,1045.53,1.4933,0.7901,171.0,0.8409,58.05,494.46
90933,663.84,2.0156,0.8095,110.0,0.3982,7.74,124.29
90934,131.85,2.4049,0.7075,67.0,0.8036,59.04,161.01
90935,3.24,3.2972,0.4276,15.0,0.8508,563.67,86.49
90936,0.0,2.9889,0.1503,0.0,0.8391,411.21,NA
90937,0.18,2.1789,0.1522,2.0,0.8565,492.93,NA
90938,0.36,4.9871,0.2666,2.0,0.7175,44.91,3.06
90939,15.75,4.3528,0.5062,51.0,0.7056,55.89,93.69
91383,75.15,3.0037,0.6574,52.0,0.7117,16.74,NA
91384,4.41,2.3498,0.3748,12.0,0.6998,37.35,NA
91385,0.36,2.4343,0.2648,3.0,0.6509,57.78,NA
91386,11.7,2.4108,0.4239,40.0,0.7235,72.9,57.42
91387,2.07,2.9077,0.3659,12.0,0.6575,64.98,12.33
91388,1.26,3.1041,0.3287,9.0,0.6652,59.94,131.31
